ID,Site,Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species_Code,Species,Abundance,Size_cm,Min_Range_cm,Max_Range_cm,Water_Col_Position,Biomass_kg_m3,Data_Entered_By,Data_Read_By,Notes,QAQC_Name,QAQC_Date,QAQC_Notes
AR-370_NR1_2015-12-08_S,370,NR1,CR_HL,2015-12-08,Structural,Winter,,330,15,SESU,Belted Sandfish,1,7,,,R,,CR,,,,,
AR-370_NR1_2015-12-08_S,370,NR1,CR_HL,2015-12-08,Structural,Winter,,330,15,SESU,Belted Sandfish,1,7,,,R,,CR,,,,,
AR-370_NR1_2015-12-08_S,370,NR1,CR_HL,2015-12-08,Structural,Winter,,330,15,SESU,Belted Sandfish,1,8,,,R,,CR,,,,,
AR-370_NR1_2015-12-08_S,370,NR1,CR_HL,2015-12-08,Structural,Winter,,330,15,SESU,Belted Sandfish,1,8,,,R,,CR,,,,,
AR-372_NR1_2015-09-02_R_T1_T2_T3,372,NR1,JF_JS,2015-09-02,Radiating,Fall,,0,,SESU,Belted Sandfish,2,4,,,R,,CR,,,HL,2015-11-3,0 errors 
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,SESU,Belted Sandfish,3,7,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,SESU,Belted Sandfish,1,9,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-09-02_S,372,NR1,CR_WF,2015-09-02,Structural,Fall,,121,,SESU,Belted Sandfish,1,9,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,SESU,Belted Sandfish,1,3,,,R,,HL,,,,,
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,SESU,Belted Sandfish,1,4,,,R,,HL,,,,,
AR-372_NR1_2015-12-03_S,372,NR1,HL_CR,2015-12-03,Structural,Winter,,270,8-10,SESU,Belted Sandfish,1,7,,,R,,HL,,,,,
AR-378_NR1_2015-09-14_S,378,NR1,WF_CR,2015-09-14,Structural,Fall,,,,SESU,Belted Sandfish,12,,3,5,,,HL,,,HL,2015-11-5,0 errors
AR-370_NR2_2015-09-09_R,370,NR2,HL_AV,2015-09-09,Radiating,Fall,3,270,,SESU,Belted Sandfish,3,6,,,R,,HL,,,HL,2015-11-5,0 errors
AR-370_NR2_2015-09-09_R_T3,370,NR2,HL_AV,2015-09-09,Radiating,Fall,3,270,,SESU,Belted Sandfish,3,6,,,R,,HL,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,SESU,Belted Sandfish,1,11,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,SESU,Belted Sandfish,1,6,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-370_NR2_2015-09-09_S,370,NR2,CR_BW,2015-09-09,Structural,Fall,,30,,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,2015-11-5,0 errors 
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,SESU,Belted Sandfish,2,10,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T1,372,NR2,CR_WF,2015-09-02,Radiating,Fall,1,0,,SESU,Belted Sandfish,1,6,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_R_T2,372,NR2,CR_WF,2015-09-02,Radiating,Fall,2,0,,SESU,Belted Sandfish,1,10,,,R,,CR,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-09-02_S,372,NR2,HL_BW,2015-09-02,Structural,Fall,,,12,SESU,Belted Sandfish,3,5,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,SESU,Belted Sandfish,3,10,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,SESU,Belted Sandfish,1,8,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,SESU,Belted Sandfish,1,12,,,R,,CR,,,,,
AR-372_NR2_2015-12-09_S,372,NR2,CR_HL,2015-12-09,Structural,Winter,,,20,SESU,Belted Sandfish,1,10,,,R,,CR,,,,,
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,2015-10-14,Structural,Fall,,310,10-15,SESU,Belted Sandfish,1,8,,,R,,HL,,,HL,2015-11-6,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,2015-10-14,Structural,Fall,,310,10-15,SESU,Belted Sandfish,1,3,,,R,,HL,,,HL,2015-11-6,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,2015-10-14,Structural,Fall,,310,10-15,SESU,Belted Sandfish,1,1.5,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,SESU,Belted Sandfish,3,5,,,R,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_PIPES_2015-08-10_S,345,PIPES,HL_GS,2015-08-10,Structural,Summer,,,,SESU,Belted Sandfish,2,3,,,R,,CR,HL,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,SESU,Belted Sandfish,1,8,,,R,,HL,,,HL,2015-11-40,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,SESU,Belted Sandfish,1,3,,,R,,HL,,,HL,2015-11-41,0 errors 
AR-378_PIPES_2015-09-14_S,378,PIPES,HL_WF,2015-09-14,Structural,Fall,,,3-4,SESU,Belted Sandfish,3,,6,7,R,,HL,,,HL,2015-11-42,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,SESU,Belted Sandfish,1,11,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,SESU,Belted Sandfish,1,11,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,SESU,Belted Sandfish,1,12,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-378_PODS_2015-09-14_S,378,PODS,CR_HL,2015-09-14,Structural,Fall,,,,SESU,Belted Sandfish,1,8,,,R,,CR,,,HL,2015-11-7,0 errors 
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,SESU,Belted Sandfish,3,4,,,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,SESU,Belted Sandfish,5,,5,6,R,,HL,,,HL,2015-11-6,0 errors
AR-345_RB1_2015-10-15_S,345,RB1,HL_TK,2015-10-15,Structural,Fall,,,15,SESU,Belted Sandfish,2,2,,,R,,HL,,,HL,2015-11-6,0 errors
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,SESU,Belted Sandfish,2,5,,,R,,HL,,,,,
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,SESU,Belted Sandfish,2,3,,,R,,HL,,,,,
AR-372_RB1_2015-12-09_S,372,RB1,HL_CR,2015-12-09,Structural,Winter,,,10-15,SESU,Belted Sandfish,1,6,,,R,,HL,,,,,
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,2015-07-17,Structural,Summer,,,,SESU,Belted Sandfish,3,10,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,"Changed ID, 1 error"
AR-345_TITAN_2015-07-17_S,345,TITAN,HL_AP,2015-07-17,Structural,Summer,,,,SESU,Belted Sandfish,5,,,,R,,CR,HL,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,"Changed abundance and size, 2 errors"
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,SESU,Belted Sandfish,2,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,SESU,Belted Sandfish,2,9,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-345_TITAN_2015-10-15_S,345,TITAN,HL_TK,2015-10-15,Structural,Fall,,,15-20,SESU,Belted Sandfish,2,3,,,R,,HL,,,HL,2015-11-6,0 errors 
AR-372_TRAINCARS_2015-09-03_R_T1,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,1,305,,SESU,Belted Sandfish,3,4,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_R_T3,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,3,305,,SESU,Belted Sandfish,1,4,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_R_T3,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,3,305,,SESU,Belted Sandfish,1,5,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_R_T3,372,TRAINCARS,HL_KJ,2015-09-03,Radiating,Fall,3,305,,SESU,Belted Sandfish,1,7,,,R,,HL,,,CR/HL,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,1,11,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,1,10,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,1,12,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,1,11,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,3,12,,,R,,CR,,,CR,2015-10-30,0 errors
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,SESU,Belted Sandfish,1,4,,,R,,CR,,,CR,2015-10-30,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,11,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,11,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,12,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,10,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,10,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-09-21_S,364,TUGBOAT,CR_SO,2015-09-21,Structural,Fall,,,20,SESU,Belted Sandfish,1,5,,,R,,CR,,,CR,2015-11-03,0 errors
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,8,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,9,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,10,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,5,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,12,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,9,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,6,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,5,,,R,,CR,,,,,
AR-364_TUGBOAT_2015-12-10_S,364,TUGBOAT,CR_LB,2015-12-10,Structural,Winter,,,15-20,SESU,Belted Sandfish,1,7,,,R,,CR,,,,,
AR-345_TITAN_2015-08-10_S,345,TITAN,CR_GS,2015-08-10,Structural,Summer,,,,KYSE,Bermuda Chub,1,25,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,2015-10-29,0 errros
AR-372_TRAINCARS_2015-09-03_S,372,TRAINCARS,CR_MD,2015-09-03,Structural,Fall,,,,KYSE,Bermuda Chub,1,22,,,S,,CR,,,CR,2015-10-30,0 errors
AR-330_INDRA_2015-08-20_R_T1_T2,330,INDRA,HL,2015-08-20,Radiating,Summer,1_2,60,,SECR,Big Eye Scad,2,10,,,S,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,"Changed ID, 1 error"
AR-345_TITAN_2015-07-17_S,345,TITAN,HL_AP,2015-07-17,Structural,Summer,,,,SECR,Big Eye Scad,100,12,,,S,,CR,HL,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,2015-10-29,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,7,,8,18,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,6,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,8,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,15,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,2,,4,7,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,22,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,8,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,15,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,25,,,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,10,,20,23,R,,HL,,,HL,2015-11-3,0 errors
AR-372_RB1_2015-09-02_S,372,RB1,HL_BW,2015-09-02,Structural,Fall,,,,CEST,Black Sea Bass,1,4,,,R,,HL,,,HL,2015-11-3,0 errors
AR-378_RB1_2015-09-14_S,378,RB1,HL_CR,2015-09-14,Structural,Fall,,,,CEST,Black Sea Bass,2,9,,,R,,HL,,,CR,2015-11-03,0 errors
AR-378_RB1_2015-09-14_S,378,RB1,HL_CR,2015-09-14,Structural,Fall,,,,CEST,Black Sea Bass,1,15,,,R,,HL,,,CR,2015-11-03,0 errors
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,15,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,17,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,14,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,20,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,10,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,25,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,16,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,25,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_R_T1,330,BARGE,CR,2015-08-20,Radiating,Summer,1,330,,CEST,Black Sea Bass,1,10,,,R,,HL,CR,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,CEST,Black Sea Bass,2,14,,,S,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,CEST,Black Sea Bass,1,25,,,S,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,CEST,Black Sea Bass,3,12,,,R,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-08-20_S,330,BARGE,HL,2015-08-20,Structural,Summer,,,,CEST,Black Sea Bass,1,18,,,R,,CR,HL,PRE SAMPLING PERIOD,HL,2015-11-3,0 errors 
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,8,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,2,14,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,12,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,15,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,20,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,21,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_R_T1,330,BARGE,HL_WF,2015-09-08,Radiating,Fall,1,330,,CEST,Black Sea Bass,1,8,,,R,,HL,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,13,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,12,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,24,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,10,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,13,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,11,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,16,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,14,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,20,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,16,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,17,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,22,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,25,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-09-08_S,330,BARGE,CR_JF,2015-09-08,Structural,Fall,,300,,CEST,Black Sea Bass,1,23,,,R,,CR,,,CR,2015-10-30,0 errors
AR-330_BARGE_2015-12-11_R_T2,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,2,315,35-40,CEST,Black Sea Bass,1,20,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_R_T2,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,2,315,35-40,CEST,Black Sea Bass,1,15,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_R_T2,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,2,315,35-40,CEST,Black Sea Bass,1,20,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_R_T3,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,3,315,35-40,CEST,Black Sea Bass,1,27,,,R,,CR,,Sailboat at 32-45 m,,,
AR-330_BARGE_2015-12-11_R_T3,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,3,315,35-40,CEST,Black Sea Bass,5,25,,,R,,CR,,Sailboat at 32-45 m,,,
AR-330_BARGE_2015-12-11_R_T3,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,3,315,35-40,CEST,Black Sea Bass,1,21,,,R,,CR,,Sailboat at 32-45 m,,,
AR-330_BARGE_2015-12-11_R_T4,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,4,315,35-40,CEST,Black Sea Bass,1,18,,,R,,CR,,"Pipe at 53 m, end radiating at 60 m",,,
AR-330_BARGE_2015-12-11_R_T4,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,4,315,35-40,CEST,Black Sea Bass,1,20,,,R,,CR,,"Pipe at 53 m, end radiating at 60 m",,,
AR-330_BARGE_2015-12-11_R_T4,330,BARGE,CR_HL,2015-12-11,Radiating,Winter,4,315,35-40,CEST,Black Sea Bass,1,21,,,R,,CR,,"Pipe at 53 m, end radiating at 60 m",,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,CEST,Black Sea Bass,1,20,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,CEST,Black Sea Bass,1,20,,,R,,CR,,,,,
AR-330_BARGE_2015-12-11_S,330,BARGE,CR_HL,2015-12-11,Structural,Winter,,,40,CEST,Black Sea Bass,1,18,,,R,,CR,,,,,
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,CEST,Black Sea Bass,2,15,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,CEST,Black Sea Bass,1,22,,,R,,HL,,,CR,2015-11-03,0 errors
AR-364_BARGE_2015-09-21_S,364,BARGE,HL_BW,2015-09-21,Structural,Fall,,,10-13,CEST,Black Sea Bass,1,6,,,R,,HL,,,CR,2015-11-03,0 errors
